subclasse_codigo,secao,secao_denominacao,divisao,divisao_denominacao,grupo,grupo_denominacao,classe,classe_denominacao,subclasse,subclasse_denominacao
2822401,Seção,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.22-4,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios"
2822402,Seção,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.22-4,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios"
2823200,Seção,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.23-2,Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,2823-2/00,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
2824101,Seção,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.24-1,Fabricação de aparelhos e equipamentos de ar condicionado,2824-1/01,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial
2824102,Seção,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial,Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.24-1,Fabricação de aparelhos e equipamentos de ar condicionado,2824-1/02,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial
2825900,Seção,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.25-9,Fabricação de máquinas e equipamentos para saneamento básico e ambiental,2825-9/00,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios"
2829101,Seção,"Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.29-1,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios"
2829199,Seção,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.29-1,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios"
2831300,Seção,"Fabricação de tratores agrícolas, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.3,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,28.31-3,Fabricação de tratores agrícolas,2831-3/00,"Fabricação de tratores agrícolas, peças e acessórios"
2832100,Seção,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.3,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,28.32-1,Fabricação de equipamentos para irrigação agrícola,2832-1/00,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios"
2833000,Seção,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.3,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,28.33-0,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação"
,Seção,Denominação,Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Grupo,Fabricação de máquinas-ferramenta,Classe,Fabricação de máquinas-ferramenta,Subclasse,
2840200,Seção,"Fabricação de máquinas-ferramenta, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Grupo,Fabricação de máquinas-ferramenta,Classe,Fabricação de máquinas-ferramenta,2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios"
2851800,Seção,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,28.51-8,Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo,2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios"
2852600,Seção,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,28.52-6,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo"
2853400,Seção,"Fabricação de tratores, peças e acessórios, exceto agrícolas",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,28.53-4,"Fabricação de tratores, exceto agrícolas",2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas"
2854200,Seção,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,28.54-2,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores"
2861500,Seção,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,Fabricação de máquinas e equipamentos de uso industrial específico,28.61-5,"Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta"
2862300,Seção,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,Fabricação de máquinas e equipamentos de uso industrial específico,28.62-3,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"
2863100,Seção,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,Fabricação de máquinas e equipamentos de uso industrial específico,28.63-1,Fabricação de máquinas e equipamentos para a indústria têxtil,2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios"
2864000,Seção,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,Fabricação de máquinas e equipamentos de uso industrial específico,28.64-0,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados",2864-0/00,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios"
2865800,Seção,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,Fabricação de máquinas e equipamentos de uso industrial específico,28.65-8,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios"
2866600,Seção,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,Fabricação de máquinas e equipamentos de uso industrial específico,28.66-6,Fabricação de máquinas e equipamentos para a indústria do plástico,2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios"
2869100,Seção,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,Fabricação de máquinas e equipamentos de uso industrial específico,28.69-1,Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios"
2910701,Seção,"Fabricação de automóveis, camionetas e utilitários",29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.1,"Fabricação de automóveis, camionetas e utilitários",29.10-7,"Fabricação de automóveis, camionetas e utilitários",2910-7/01,"Fabricação de automóveis, camionetas e utilitários"
,Seção,Denominação,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Grupo,"Fabricação de automóveis, camionetas e utilitários",Classe,"Fabricação de automóveis, camionetas e utilitários",Subclasse,
2910702,Seção,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Grupo,"Fabricação de automóveis, camionetas e utilitários",Classe,"Fabricação de automóveis, camionetas e utilitários",2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários"
2910703,Seção,"Fabricação de motores para automóveis, camionetas e utilitários",Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",Grupo,"Fabricação de automóveis, camionetas e utilitários",Classe,"Fabricação de automóveis, camionetas e utilitários",2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários"
2920401,Seção,Fabricação de caminhões e ônibus,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.2,Fabricação de caminhões e ônibus,29.20-4,Fabricação de caminhões e ônibus,2920-4/01,Fabricação de caminhões e ônibus
2920402,Seção,Fabricação de motores para caminhões e ônibus,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.2,Fabricação de caminhões e ônibus,29.20-4,Fabricação de caminhões e ônibus,2920-4/02,Fabricação de motores para caminhões e ônibus
2930101,Seção,"Fabricação de cabines, carrocerias e reboques para caminhões",Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",29.30-1,"Fabricação de cabines, carrocerias e reboques para veículos automotores",2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões"
2930102,Seção,Fabricação de carrocerias para ônibus,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",29.30-1,"Fabricação de cabines, carrocerias e reboques para veículos automotores",2930-1/02,Fabricação de carrocerias para ônibus
2930103,Seção,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",29.30-1,"Fabricação de cabines, carrocerias e reboques para veículos automotores",2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus"
2941700,Seção,Fabricação de peças e acessórios para o sistema motor de veículos automotores,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.4,Fabricação de peças e acessórios para veículos automotores,29.41-7,Fabricação de peças e acessórios para o sistema motor de veículos automotores,2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores
2942500,Seção,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.4,Fabricação de peças e acessórios para veículos automotores,29.42-5,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
2943300,Seção,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.4,Fabricação de peças e acessórios para veículos automotores,29.43-3,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores
2944100,Seção,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.4,Fabricação de peças e acessórios para veículos automotores,29.44-1,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
2945000,Seção,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",Divisão,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.4,Fabricação de peças e acessórios para veículos automotores,29.45-0,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias"
